74,ULTG TANGERANG SELATAN,GI 150KV SERPONG,KAPASITOR SC#1 150kV,Oke,KAPASITOR 150kV,150 kV,HAR OFF GI 150KV SERPONG BAY KAPASITOR #1,MUPT,ULTG, MAY, 7,8:00:00,16:00:00,,TERLAKSANA,,,,MAY, 7,08:11:00,MAY, 7,14:19:00,368,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
75,ULTG GANDUL,GI 150KV DEPOK,TRF#3 150/20kV,Oke,TRAFO 150/20kV,150/20 kV,HAR OFF BAY TRAFO #3 GI 150KV DEPOK,MUPT,ULTG, MAY, 10,8:00:00,16:00:00,,TERLAKSANA,,,"Bersamaan dengan uji dulfur
Personil : 7 Orang",MAY, 10,08:28:00,MAY, 10,17:28:00,540,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
76,ULTG PETUKANGAN,GIS 150KV ANTASARI,PHT 150kV DURENTIGA#1,Oke,PENGHANTAR 150kV,150 kV,HAR OFF BAY GIS 150KV ANTASARI BAY DUREN TIGA #1,MUPT,ULTG, MAY, 12,8:00:00,16:00:00,,TERLAKSANA,,,Personil : 7 Orang,MAY, 12,09:09:00,MAY, 12,15:30:00,381,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
77,ULTG GANDUL,GITET 500KV DEPOK,REAKTOR 7R2,Oke,REAKTOR 500kV,500 kV,HAR OFF GITET DEPOK 500 KV BAY REAKTOR #2,MUPT,ULTG, MAY, 20,7:00:00,15:00:00,,TERLAKSANA,,,"Pekerjaan di T. 570 padam menginap
Personil : 7 Orang",MAY, 20,08:50:00,MAY, 20,23:43:00,893,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
78,ULTG GANDUL,GITET 500KV DEPOK,PHT 500kV BANDUNG SELATAN,Oke,PENGHANTAR 500kV,500 kV,HAR OFF GITET DEPOK BAY BANDUNG SELATAN,MUPT,ULTG, MAY, 21,7:00:00,15:00:00,,TERLAKSANA,,,"Pekerjaan di T. 570 padam menginap
Personil : 7 Orang",MAY, 21,08:50:00,MAY, 21,23:43:00,893,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
79,ULTG GANDUL,GITET 500KV GANDUL,IBT#2 500/150kV (HV),Oke,IBT 500/150kV,500 kV,FIRST YEARS INPECTION (Inspeksi Level 3) BAY IBT #2 GITET GANDUL,MUPT,ULTG, MAY, 23,7:00:00,15:00:00,,TERLAKSANA,,,"soalnya berbarengan ada Pekerjaan First Year Inpection Bay IBT 2 dan Penggantian DS 7A4.2 Oleh PT. Andika di GITET Gandul
Personil : 7 Orang",MAY, 23,06:44:00,MAY, 25,22:55:00,971,ADA,ADA,,,ROB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT Tambahan
80,ULTG GANDUL,GI 150KV GANDUL,IBT#2 500/150kV (LV),Oke,IBT 500/150kV,150 kV,FIRST YEARS INPECTION (Inspeksi Level 3) BAY IBT #2 GI GANDUL,MUPT,ULTG, MAY, 23,8:00:00,16:00:00,,TERLAKSANA,,,Personil : 7 Orang,MAY, 23,06:46:00,MAY, 25,22:57:00,971,ADA,ADA,,,ROB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT Tambahan
81,ULTG PETUKANGAN,GIS 150KV CIRACAS,TRF#1 150/20kV,Oke,TRAFO 150/20kV,150/20 kV,HAR OFF BAY TRAFO #1 GIS 150KV CIRACAS,MUPT,ULTG, MAY, 25,8:00:00,16:00:00,,TERLAKSANA,,,Personil : 7 Orang,MAY, 25,09:47:00,MAY, 25,17:09:00,442,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
82,ULTG PETUKANGAN,GIS 150KV CIRACAS,PHT 150kV GANDARIA #1,Oke,PENGHANTAR 150kV,150/20 kV,HAR OFF GIS 150KV CIRACAS BAY GANDARIA #1,MUPT,ULTG, JUN, 3,8:00:00,16:00:00,,TERLAKSANA,,,Personil : 7 Orang,JUN, 3,08:18:00,JUN, 3,14:25:00,367,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
83,ULTG PETUKANGAN,GIS 150KV GANDARIA,PHT 150kV CIRACAS #1,Oke,PENGHANTAR 150kV,150/20 kV,HAR OFF GIS 150KV GANDARIA BAY CIRACAS #1,MUPT,ULTG, JUN, 3,8:00:00,16:00:00,,TERLAKSANA,,,Personil : 7 Orang,JUN, 3,08:19:00,JUN, 3,14:24:00,365,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
84,ULTG TANGERANG SELATAN,GI 150KV LENGKONG,KAPASITOR SC#1 150kV,Oke,KAPASITOR 150kV,150 kV,HAR OFF GI 150KV LENGKONG BAY KAPASITOR,MUPT,ULTG, JUN, 9,8:00:00,16:00:00,,TERLAKSANA,,,,JUN, 9,07:24:00,JUN, 9,13:05:00,341,ADA,,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
85,ULTG TANGERANG SELATAN,GI 150KV SINAR SAHABAT,PHT 150kV LEGOK #2,Oke,PENGHANTAR 150kV,150 kV,HAR OFF GI 150KV SINAR SAHABAT BAY LEGOK #2,MUPT,ULTG, JUN, 11,8:00:00,16:00:00,,TERLAKSANA,,,,JUN, 11,08:11:00,JUN, 11,14:59:00,408,ADA,,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
86,ULTG PETUKANGAN,GIS 150KV CIRACAS,TRF#2 150/22kV,Oke,TRAFO 150/20kV,150/20 kV,HAR OFF BAY TRAFO #2 GIS 150KV CIRACAS,MUPT,ULTG, JUN, 11,8:00:00,16:00:00,,TERLAKSANA,,,Personil : 7 Orang,JUN, 11,09:30:00,JUN, 11,16:57:00,447,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
87,ULTG GANDUL,GITET 500KV GANDUL,7A5 DIAMETER#5 500kV,Oke,DIAMETER 500kV,500 kV,HAR OFF GITET 500KV GANDUL BAY 7A5,MUPT,ULTG, JUN, 13,8:00:00,16:00:00,,TERLAKSANA,,,Personil : 7 Orang,JUN, 13,07:35:00,JUN, 13,13:02:00,327,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
88,ULTG TANGERANG SELATAN,GI 150KV LENGKONG,PHT 150kV LENGKONG II #2,Oke,PENGHANTAR 150kV,150 kV,HAR OFF GI 150KV LENGKONG BAY LENGKONG BARU #2,MUPT,ULTG, JUN, 20,8:00:00,16:00:00,,TERLAKSANA,,,,JUN, 20,07:54:00,JUN, 20,13:28:00,334,ADA,,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
89,ULTG GANDUL,GI 150KV DEPOK,PHT 150kV CAWANG LAMA #1,Oke,PENGHANTAR 150kV,150 kV,HAR OFF GI 150KV DEPOK BAY CAWANG LAMA #1,MUPT,ULTG, JUN, 25,8:00:00,16:00:00,,TERLAKSANA,,,Personil : 7 Orang,JUN, 25,08:13:00,JUN, 25,15:56:00,463,,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
90,ULTG TANGERANG SELATAN,GITET 500KV LENGKONG,7A4 DIAMETER#4 500kV,Oke,DIAMETER 500kV,500 kV,HAR OFF GITET 500KV LENGKONG BAY 7A4,MUPT,ULTG, JUN, 27,8:00:00,16:00:00,,TERLAKSANA,,,,JUN, 27,08:01:00,JUN, 27,11:03:00,182,ADA,,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
91,ULTG GANDUL,GI 150KV DEPOK,TRF#2 150/20kV,Oke,TRAFO 150/20kV,150/20 kV,HAR OFF BAY TRAFO #2 GI 150KV DEPOK,MUPT,ULTG, JUN, 28,8:00:00,16:00:00,,TERLAKSANA,,,"Alat ujinya bermasalah, sehingga melaksanakan pengujiannya diulang
Personil : 7 Orang",JUN, 28,07:56:00,JUN, 28,17:00:00,544,,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
92,ULTG TANGERANG SELATAN,GI 150KV LEGOK,TRF#4 150/22kV,Oke,TRAFO 150/20kV,150/20 kV,HAR OFF GI 150KV LEGOK BAY TRAFO #4,MUPT,ULTG, JUL, 1,8:00:00,16:00:00,,TERLAKSANA,,,,JUL, 1,08:30:00,JUL, 1,16:29:00,479,,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
93,ULTG GANDUL,GI 150KV CIMANGGIS,TRF#1 150/22kV,Oke,TRAFO 150/20kV,150/20 kV,HAR OFF TRAFO #1 GI CIMANGGIS,MUPT,ULTG, JUL, 5,8:00:00,16:00:00,,TERLAKSANA,,,"Ada pengujian tangdelta belitan nilai nya tinggi jadi di uji sampai beberapa kali untuk memastikan nilai nya. Makanya ada lebih setengah jam.
Personil : 7 Orang",JUL, 5,08:31:00,JUL, 5,17:10:00,519,ADA,ADA,,,ROB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT Tambahan
94,ULTG TANGERANG SELATAN,GITET 500KV LENGKONG,7B2 DIAMETER#2 500kV,Oke,DIAMETER 500kV,500 kV,HAR OFF GITET 500KV LENGKONG BAY 7B2,MUPT,ULTG, JUL, 8,8:00:00,16:00:00,,TERLAKSANA,,,,JUL, 8,07:56:00,JUL, 8,12:50:00,294,,,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
95,ULTG GANDUL,GI 150KV GANDUL,PHT 150kV SAWANGAN #2,Oke,PENGHANTAR 150kV,150 kV,HAR OFF BAY SAWANGAN #2 GI GANDUL,MUPT,ULTG, JUL, 9,8:00:00,16:00:00,,TERLAKSANA,,,"Ada tambahan investigasi kebocoran sf6 di sisi sawangan
Personil : 7 Orang",JUL, 9,08:29:00,JUL, 9,18:29:00,600,,ADA,,,ROB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT Tambahan
96,ULTG TANGERANG SELATAN,GITET 500KV LENGKONG,7AB2 DIAMETER #2 500kV,Oke,DIAMETER 500kV,500 kV,HAR OFF GITET 500KV LENGKONG BAY 7AB2,MUPT,ULTG, JUL, 13,8:00:00,16:00:00,,TERLAKSANA,,,,JUL, 13,07:46:00,JUL, 13,13:04:00,318,,,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
97,ULTG TANGERANG SELATAN,GI 150KV LEGOK,KAPASITOR SC#2 150kV,Oke,KAPASITOR 150kV,150 kV,HAR OFF GI 150KV LEGOK BAY KAPASITOR #2,MUPT,ULTG, JUL, 15,8:00:00,16:00:00,,TERLAKSANA,,,,JUL, 15,08:14:00,JUL, 15,13:29:00,315,,ADA,,,ROM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT Tambahan
98,ULTG TANGERANG SELATAN,GITET 500KV LENGKONG,IBT#2 500/150kV (HV),Oke,IBT 500/150kV,500/150 kV,HAR OFF IBT #2 GITET 500KV LENGKONG TAHAP 1,MUPT,ULTG, JUL, 19,8:00:00,16:00:00,,TERLAKSANA,,,Recom relay,JUL, 19,08:03:00,JUL, 18,18:22:00,619,,ADA,,,ROM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT Tambahan
99,ULTG TANGERANG SELATAN,GI 150KV LENGKONG BARU,IBT#2 500/150kV (LV),Oke,IBT 500/150kV,500/150 kV,HAR OFF BAY IBT #2 GI 150KV LENGKONG BARU TAHAP 1,MUPT,ULTG, JUL, 19,8:00:00,16:00:00,,TERLAKSANA,,,Recom relay,JUL, 19,08:03:00,JUL, 18,18:22:00,619,,ADA,,,ROM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT Tambahan
100,ULTG TANGERANG SELATAN,GI 150KV LENGKONG BARU,PHT 150kV LENGKONG #2,Oke,PENGHANTAR 150kV,150 kV,HAR OFF GI 150 KV LENGKONG BARU BAY LENGKONG #2,MUPT,ULTG, JUL, 20,8:00:00,16:00:00,,TERLAKSANA,,,Recom relay,JUL, 20,08:21:00,JUL, 20,15:01:00,400,,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
101,ULTG GANDUL,GI 150KV CIMANGGIS,PHT 150kV CIBINONG#2,Oke,PENGHANTAR 150kV,150 kV,HAR OFF GI 150KV CIMANGGIS BAY CIBINONG #2,MUPT,ULTG, JUL, 21,8:00:00,16:00:00,,TERLAKSANA,,,Personil : 7 Orang,JUL, 21,08:18:00,JUL, 21,12:40:00,262,,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
102,ULTG PETUKANGAN,GIS 150KV CIRENDEU,TRF#1 150/22kV,Oke,TRAFO 150/20kV,150/20 kV,HAR OFF BAY TRAFO #1 GIS CIRENDEU,MUPT,ULTG, JUL, 22,8:00:00,16:00:00,,TERLAKSANA,,,Personil : 7 Orang,JUL, 22,09:35:00,JUL, 22,17:17:00,462,ADA,ADA,,,ROB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT Tambahan
103,ULTG TANGERANG SELATAN,GIS 150KV SAWANGAN,TRF#1 150/22kV,Oke,TRAFO 150/20kV,150/20 kV,FYI HAR OFF TRAFO #1 GIS SAWANGAN,MUPT,ULTG, JUL, 23,8:00:00,16:00:00,,TERLAKSANA,,,Trouble di alat uji dan wiring PMT 150kV dan 20 kV,JUL, 23,08:34:00,JUL, 23,18:10:00,576,,ADA,,,ROH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT Tambahan
104,ULTG PETUKANGAN,GIS 150KV CIRENDEU,TRF#2 150/20kV,Oke,TRAFO 150/20kV,150/20 kV,HAR OFF BAY TRAFO #2 GIS CIRENDEU,MUPT,ULTG, JUL, 29,8:00:00,16:00:00,,TERLAKSANA,,,Personil : 7 Orang,JUL, 29,09:19:00,JUL, 29,16:13:00,414,ADA,ADA,,,ROB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT Tambahan
105,ULTG GANDUL,GITET 500KV GANDUL,7AB4 DIAMETER#4 500kV,Oke,DIAMETER 500kV,500/150 kV,HAR OFF BAY 7AB4 GITET GANDUL,M. UPT,ULTG,AGT, 29,8:00:00,16:00:00,,JADWAL ULANG,CONTROLLABLE,Con. Bersamaan dengan Pekerjaan Lainnya,Bersamaan dengan pekerjaan penggantian DS di GITET Gandul (reschedule 6 September 2026),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,ULTG TANGERANG SELATAN,GI 150KV LENGKONG,TRF#4 150/20kV,Oke,TRAFO 150/20kV,150/20 kV,HAR OFF GI 150KV LENGKONG BAY TRAFO #4,M. UPT,ULTG,AGT, 27,8:00:00,16:00:00,,JADWAL ULANG,UNCONTROLLABLE,UnCon. Hari Besar Agama/ SIAGA,"ABK, siaga kunjungan RI 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,ULTG GANDUL,GI 150KV GANDUL,PHT 150kV SAWANGAN #1,Oke,PENGHANTAR 150kV,150 kV,HAR OFF BAY SAWANGAN #1 GI GANDUL,M. UPT,ULTG,AGT, 4,8:00:00,16:00:00,,JADWAL ULANG,CONTROLLABLE,Con. Personil Kurang,Kekurangan Personil karena ada pekerjaan penggantian rele distance menjadi rele LCD GI Cimanggis bay Cibinong#1 (Reschedule 1 September 2026),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,ULTG PETUKANGAN,GIS 150KV BINTARO BARU,TRF#3 150/20kV,Oke,TRAFO 150/20kV,150/20 kV,HAR OFF BAY TRAFO #3 GIS 150KV BTRO BARU,M. UPT,ULTG,AGT, 5,8:00:00,16:00:00,,TERLAKSANA,,,,AGT, 5,09:00:00,AGT, 5,16:00:00,420,ADA,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,ULTG TANGERANG SELATAN,GI 150KV SERPONG,PHT 150kV BINTARO #2,Oke,PENGHANTAR 150kV,150 kV,HAR OFF GI 150KV SERPONG BAY BINTARO #2,M. UPT,ULTG,AGT, 13,8:00:00,16:00:00,,JADWAL ULANG,CONTROLLABLE,Con. Bersamaan dengan Pekerjaan Lainnya,ABK karena team har fokus ke trafo mobile gi lengkong (Reschedule 8 September 2026),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,ULTG PETUKANGAN,GIS 150KV BINTARO,TRF#1 150/20kV,Oke,TRAFO 150/20kV,150/20 kV,HAR OFF BAY TRAFO #1 GIS BINTARO,M. UPT,ULTG,AGT, 22,8:00:00,16:00:00,,TERLAKSANA,,,,AGT, 24,08:34:00,AGT, 22,15:48:00,434,,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,ULTG GANDUL,GITET 500KV GANDUL,BUSBAR A 500kV,Oke,BUSBAR 500kV,500 kV,HAR OFF GITET 500KV GANDUL BUSBAR #A,,,SEP, 6,8:00:00,16:00:00,,JADWAL ULANG,UNCONTROLLABLE,UnCon. Ijin Padam P2B/APD/KIT (Sistem),"di ABK bersamaan dengan pekerjaan SUTET Paiton - Kediri sirkit 1 tanggal 4 September 2026 pukul 22.00 WIB s.d 6 September 2026 pukul 16.00 WIB (menginap) dikeluarkan untuk Rekonfigurasi SUTET Paiton - Kediri #1, Penggantian Isolator T.493 & Perbaikan OPGW Span Tower T.34-T.35, T.39-T.40 (UPT Probolinggo & UPT Madiun) (ROM).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,ULTG TANGERANG SELATAN,GITET 500KV LENGKONG,IBT#2 500/150kV (HV),Oke,IBT 500/150kV,500/150 kV,HAR OFF IBT #2 GITET 500KV LENGKONG TAHAP 2,,,SEP, 12,7:00:00,18:00:00,,TERLAKSANA,,,,SEP, 12,07:17:00,SEP, 12,15:28:00,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,ULTG GANDUL,GI 150KV GANDUL,PHT 150kV SAWANGAN #1,Oke,PENGHANTAR 150kV,150 kV,HAR OFF BAY SAWANGAN #1 GI GANDUL,,,SEP, 1,8:00:00,16:00:00,,,,,,SEP, 1,08:26:00,SEP, 1,16:32:00,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,ULTG TANGERANG SELATAN,GI 150KV LENGKONG BARU,IBT#2 500/150kV (HV),Oke,IBT 500/150kV,500/150 kV,HAR OFF BAY IBT #2 GI 150KV LENGKONG BARU TAHAP 2,,,SEP, 12,7:00:00,18:00:00,,TERLAKSANA,,,,SEP, 12,07:17:00,SEP, 12,15:28:00,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,ULTG TANGERANG SELATAN,GIS 150KV SAWANGAN,TRF#1 150/22kV,Oke,TRAFO 150/20kV,150/20 kV,LANJUTAN FYI HAR OFF BAY TRAFO #1 GIS SAWANGAN,,,SEP, 27,8:00:00,16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG GANDUL,GITET 500KV GANDUL,7AB4 DIAMETER#4 500kV,Oke,DIAMETER 500kV,500 kV,HAR OFF GITET 500KV GANDUL BAY 7AB4,,,SEP, 6,8:00:00,16:00:00,,TERLAKSANA,,,,SEP, 6,07:57:00,SEP, 6,11:37:00,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG GANDUL,GI 150KV CIMANGGIS,PHT 150kV CIBINONG#1,Oke,PENGHANTAR 150kV,150 kV,HAR OFF GI 150KV CIMANGGIS BAY CIBINONG #1,,,SEP, 15,8:00:00,16:00:00,,TERLAKSANA,,,"pekerjaan ini barengan sama penggantian relay LCD, karena padam menginap 3 hari, jadi saat ini bay tersebut masih keluar",SEP, 15,07:56:00,SEP, 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
