34,ULTG BALARAJA,GI 150KV NEW BALARAJA,PHT 150kV LAUTAN STEEL INDONESIA#1,OKE,PENGHANTAR 150kV,150 kV,"HAR OFF BAY LSI #1, GI 150KV NEW BALARAJA",MUPT,ULTG,FEB, 15,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 24 JAN, Bersamaan dengan pekerjaan Perbaikan Server Sogi&HMI Bay New Balaraja#1, GI 150KV LAUTAN STEEL INDONESIA DAN Perbaikan Hotspot TRS Jalur SUTT 150kV New Balaraja - LSI #1",FEB, 15,8:59:00,FEB, 15,16:00:00,421,ADA,,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,ULTG BALARAJA,GI 150KV LAUTAN STEEL INDONESIA,PHT 150kV KTT LSI,OKE,PENGHANTAR 150kV,150 kV,"HAR OFF BAY KTT LSI, GI 150KV LAUTAN STEEL INDONESIA",MUPT,ULTG,FEB, 17,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 17 feb, Bersamaan dengan pekerjaan Perbaikan Server Sogi&HMI Bay KTT LSI, GI 150KV LAUTAN STEEL INDONESIA",FEB, 17,8:30:00,FEB, 17,15:35:00,425,ADA,,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,ULTG SERANG,GI 150KV GUNUNG MULIA STEEL,PHT 150kV CIKANDE,OKE,PENGHANTAR 150kV,150 kV,"HAR OFF BAY CIKANDE, GI 150KV GUNUNG MULIA STEEL",MUPT,ULTG,MAR, 4,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 31 JAN, Bersamaan dengan pekerjaan Rekonduktoring SUTT 150KV Cikande New (T.21A) - Cikande fasa T (Padam Cikande-GMS)",MAR, 4,8:00:00,MAR, 4,16:00:00,480,ADA,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,ULTG BALARAJA,GI 150KV CIKANDE,PHT 150kV GUNUNG MULIA STEEL,OKE,PENGHANTAR 150kV,150 kV,"HAR OFF BAY GMS, GI 150KV CIKANDE",MUPT,ULTG,MAR, 5,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 31 JAN, Bersamaan dengan pekerjaan Rekonduktoring SUTT 150KV Cikande New (T.21A) - Cikande fasa T (Padam Cikande-GMS)",MAR, 5,8:00:00,MAR, 5,16:00:00,480,ADA,,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,ULTG CIKUPA,GI 150KV PASAR KEMIS,PHT 150kV PASAR KEMIS BARU,OKE,PENGHANTAR 150kV,150 kV,"HAR OFF BAY PASAR KEMIS BARU, GI 150KV PASAR KEMIS",MUPT,ULTG,APR, 6,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 10 FEB, Bersamaan dengan pekerjaan Perbaikan Hotspot Box Sekunder dan Penggantian Rangkaian FR CVT GI Pasar Kemis Baru Bay Pasar Kemis Phasa R, S, T",APR, 6,8:00:00,APR, 6,16:00:00,480,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,ULTG CIKUPA,GI 150KV PASAR KEMIS BARU,PHT 150kV PASAR KEMIS,OKE,PENGHANTAR 150kV,150 kV,"HAR OFF BAY PASAR KEMIS, GI 150KV PASAR KEMIS BARU",MUPT,ULTG,APR, 6,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 10 FEB, Bersamaan dengan pekerjaan Perbaikan Hotspot Box Sekunder dan Penggantian Rangkaian FR CVT GI Pasar Kemis Baru Bay Pasar Kemis Phasa R, S, T",APR, 6,8:00:00,APR, 6,16:00:00,480,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,ULTG SERANG,GI 150KV MODERN,TRF#3 150/20kV,OKE,TRAFO 150/20kV,150/20 kV,"FIRST YEAR INSPECTION BAY TRAFO #3, GI 150KV MODERN",MUPT,ULTG,APR, 9,8:00:00,16:00:00,,TERLAKSANA,,,sempat hujan,APR, 9,9:41:00,APR, 9,20:13:00,632,ADA,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,ULTG CIKUPA,GI 150KV CITRA HABITAT,TRF#2 150/20kV,OKE,TRAFO 150/20kV,150/20 kV,"HAR OFF BAY TRAFO #2, GI 150KV CITRA HABITAT",MUPT,ULTG,APR, 9,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 11 APR, sempat hujan",APR, 11,8:57:00,APR, 11,17:13:00,496,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,ULTG CIKUPA,GI 150KV PASAR KEMIS BARU,BUSBAR #1 150kV,OKE,BUSBAR 150kV,150 kV,"HAR OFF BUSBAR A, GI 150KV PASAR KEMIS BARU",MUPT,ULTG,APR, 13,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 23 JUN, Bersamaan pekerjaan Perbaikan Hotspot Box Sekunder dan Penggantian Rangkaian FR CVT GI Pasar Kemis Baru Busbar A Phasa S",APR, 13,9:23:00,APR, 13,16:35:00,432,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,ULTG CIKUPA,GI 150KV PASAR KEMIS BARU,KOPEL BUS 150kV,OKE,KOPEL 150kV,150 kV,"HAR OFF BAY KOPEL, GI 150KV PASAR KEMIS BARU",MUPT,ULTG,APR, 13,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 23 JUN, Bersamaan pekerjaan Perbaikan Hotspot Box Sekunder dan Penggantian Rangkaian FR CVT GI Pasar Kemis Baru Busbar A Phasa S",APR, 13,9:23:00,APR, 13,16:35:00,432,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,ULTG CIKUPA,GI 150KV CITRA HABITAT,PHT 150kV SINAR SAHABAT #1,OKE,PENGHANTAR 150kV,150 kV,"HAR OFF BAY SINAR SAHABAT #1, GI 150KV CITRA HABITAT",MUPT,ULTG,APR, 14,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 5 MEI, sempat hujan",APR, 14,8:37:00,APR, 14,16:39:00,482,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,ULTG CIKUPA,GI 150KV CITRA HABITAT,TRF#3 150/20kV,OKE,TRAFO 150/20kV,150/20 kV,"HAR OFF BAY TRAFO #3, GI 150KV CITRA HABITAT",MUPT,ULTG,APR, 19,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 18 APR, Bersamaan pekerjaan UP2D",APR, 19,8:00:00,APR, 19,16:00:00,480,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,ULTG CIKUPA,GI 150KV SEPATAN,BUSBAR #2 150kV,OKE,BUSBAR 150kV,150 kV,"HAR OFF BUSBAR B, GI 150KV SEPATAN",MUPT,ULTG,APR, 23,8:00:00,16:00:00,,TERLAKSANA,,,ROT 28 APR,APR, 23,8:28:00,APR, 23,13:45:00,317,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,ULTG CIKUPA,GI 150KV SEPATAN,KOPEL BUS 150kV,OKE,KOPEL 150kV,150 kV,"HAR OFF BAY KOPEL, GI 150KV SEPATAN",MUPT,ULTG,APR, 23,8:00:00,16:00:00,,TERLAKSANA,,,ROT 27 APR,APR, 23,8:28:00,APR, 23,13:45:00,317,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,ULTG SERANG,GISTET 500KV JAWA 7,7B1 DIAMETER #1 500kV,OKE,DIAMETER 500kV,500 kV,"HAR OFF 7B1, GISTET 500KV JAWA 7",MUPT,ULTG,APR, 23,8:00:00,16:00:00,,TERLAKSANA,,,ROT 23 APR,APR, 23,8:13:00,APR, 23,11:31:00,198,ADA,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,ULTG CIKUPA,GI 150KV TIGARAKSA,TRF#2 150/20kV,OKE,TRAFO 150/20kV,150/20 kV,"HAR OFF BAY TRAFO #2, GI 150KV TIGARAKSA",MUPT,ULTG,APR, 28,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 28 APR, BERSAMAAN PEKERJAAN UP2D DAN PEKERJAAN Penggantian PT 20 kV Bay trafo #2 GI Tigaraksa",APR, 28,8:00:00,APR, 28,16:00:00,480,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,ULTG SERANG,GI 150KV PUNCAK ARDI MULYA,PHT 150kV GORDA PRIMA,OKE,PENGHANTAR 150kV,150 kV,"HAR OFF BAY GORDA, GI 150KV PUNCAK ARDI MULYA",MUPT,ULTG,APR, 28,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 5 MEI, BERSAMAAN PEKERJAAN Standarisasi logic + Aktivasi Isef Micom P54x Bay Gorda GI Pucam",APR, 28,8:00:00,APR, 28,16:00:00,480,ADA,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,ULTG BALARAJA,GI 150KV LAUTAN STEEL INDONESIA,PHT 150kV SPINMILL#2,OKE,PENGHANTAR 150kV,150 kV,"HAR OFF BAY SPINMILL #2, GI 150KV LAUTAN STEEL INDONESIA",MUPT,ULTG,MAY, 3,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 25 APR, BERSAMAAN PEKERJAAN Cleaning Isolator SUTT LSI - Spinmill #2",MAY, 3,8:00:00,MAY, 3,16:00:00,480,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,ULTG CIKUPA,GI 150KV CITRA HABITAT,BUSBAR #1 150kV,OKE,BUSBAR 150kV,150 kV,"HAR OFF BUSBAR A, GI 150KV CITRA HABITAT",MUPT,ULTG,MAY, 12,8:00:00,16:00:00,,TERLAKSANA,,,ROT 3 NOV,MAY, 12,10:04:00,MAY, 12,15:20:00,316,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,ULTG CIKUPA,GI 150KV CITRA HABITAT,KOPEL BUS 150kV,OKE,KOPEL 150kV,150 kV,"HAR OFF BAY KOPEL, GI 150KV CITRA HABITAT",MUPT,ULTG,MAY, 12,8:00:00,16:00:00,,TERLAKSANA,,,ROT 3 NOV,MAY, 12,10:04:00,MAY, 12,15:20:00,316,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,ULTG SERANG,GI 150KV SERANG,PHT 150kV BAROS #1,OKE,PENGHANTAR 150kV,150 kV,"FIRST YEAR INSPECTION BAY BAROS #1, GI 150KV SERANG",MUPT,ULTG,MAY, 12,8:00:00,16:00:00,,TERLAKSANA,,,Bersamaan pekerjaan Pekerjaan Investigasi Tindaklanjut dan Perbaikan Kondisi LA pada Bay Line Serang #1 GI 150 kV Baros,MAY, 12,8:00:00,MAY, 12,16:00:00,480,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,ULTG CIKUPA,GI 150KV CITRA HABITAT,BUSBAR #2 150kV,OKE,BUSBAR 150kV,150 kV,"HAR OFF BUSBAR B, GI 150KV CITRA HABITAT",MUPT,ULTG,MAY, 13,8:00:00,16:00:00,,TERLAKSANA,,,ROT 4 NOV,MAY, 13,9:44:00,MAY, 13,12:09:00,145,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,ULTG SERANG,GI 150KV MODERN,BUSBAR #1 150kV,OKE,BUSBAR 150kV,150 kV,"HAR OFF BUSBAR A, GI 150KV MODERN",MUPT,ULTG,MAY, 19,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 19 MEI, BERSAMAAN Pekerjaan Pemasangan Clamp Busbar A Trafo #4 GI Modern (pembangunan Ext 1 TR Bay Trafo #4 GI Modern)",MAY, 19,9:35:00,MAY, 19,16:28:00,413,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,ULTG SERANG,GI 150KV MODERN,KOPEL BUS 150kV,OKE,KOPEL 150kV,150 kV,"HAR OFF BAY KOPEL, GI 150KV MODERN",MUPT,ULTG,MAY, 19,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 19 MEI, BERSAMAAN Pekerjaan Pemasangan Clamp Busbar A Trafo #4 GI Modern (pembangunan Ext 1 TR Bay Trafo #4 GI Modern)",MAY, 19,9:35:00,MAY, 19,16:28:00,413,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,ULTG SERANG,GI 150KV MODERN,BUSBAR #2 150kV,OKE,BUSBAR 150kV,150 kV,"HAR OFF BUSBAR B, GI 150KV MODERN",MUPT,ULTG,MAY, 20,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 20 MEI, BERSAMAAN Pekerjaan Pemasangan Clamp Busbar B Trafo #4 GI Modern (pembangunan Ext 1 TR Bay Trafo #4 GI Modern)",MAY, 20,8:53:00,MAY, 20,15:41:00,408,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,ULTG SERANG,GI 150KV GORDA PRIMA,PHT 150kV PUNCAK ARDI MULYA,OKE,PENGHANTAR 150kV,150 kV,"HAR OFF BAY PUCAM, GI 150KV GORDA PRIMA",MUPT,ULTG,MAY, 21,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 5 MEI, BERSAMAAN PEKERJAAN Standarisasi logic + Aktivasi Isef Micom P54x Bay Pucam GI Gorda",MAY, 21,8:58:00,MAY, 21,16:44:00,466,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,ULTG SERANG,GISTET 500KV JAWA 7,PHT 500kV BALARAJA#1,OKE,PENGHANTAR 500kV,500 kV,"HAR OFF BAY BALARAJA #1, GISTET 500KV JAWA 7",MUPT,ULTG,MAY, 23,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 10 MEI, BERSAMAAN PEKERJAAN Penggantian Rele CCP MAIN A dan MAIN B Jawa 7 #1, GITET 500KV BALARAJA",MAY, 23,8:00:00,MAY, 23,16:00:00,480,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,ULTG BALARAJA,GITET 500KV BALARAJA,PHT 500kV JAWA7 #1,OKE,PENGHANTAR 500kV,500 kV,"HAR OFF BAY JAWA 7 #1, GITET 500KV BALARAJA",MUPT,ULTG,MAY, 24,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 10 MEI, BERSAMAAN PEKERJAAN Penggantian Rele CCP MAIN A dan MAIN B Jawa 7 #1, GITET 500KV BALARAJA",MAY, 24,8:00:00,MAY, 24,16:00:00,480,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,ULTG BALARAJA,GI 150KV MILENIUM,PHT 150kV SPINMILL #1,OKE,PENGHANTAR 150kV,150 kV,"HAR OFF BAY SPINMILL #1, GI 150KV MILENIUM",MUPT,ULTG,MAY, 30,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 6 JUN, Pekerjaan dua sisi bergantian, BERSAMAAN PEKERJAAN Standarisasi setting dan logic di kedua sisi",MAY, 30,8:00:00,MAY, 30,16:00:00,480,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,ULTG BALARAJA,GIS 150KV SPINMILL,PHT 150kV MILENIUM #1,OKE,PENGHANTAR 150kV,150 kV,"HAR OFF BAY MILENIUM#1, GIS 150KV SPINMILL",MUPT,ULTG,MAY, 30,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 6 JUN, Pekerjaan dua sisi bergantian, BERSAMAAN PEKERJAAN Standarisasi setting dan logic di kedua sisi",MAY, 30,8:00:00,MAY, 30,16:00:00,480,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,ULTG CIKUPA,GI 150KV SEPATAN,PHT 150kV TELUKNAGA #1,OKE,PENGHANTAR 150kV,150 kV,"HAR OFF BAY TELUKNAGA #1, GI 150KV SEPATAN",MUPT,ULTG,JUN, 3,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 16 JUN, BERSAMAAN PEKERJAAN PENGGANTIAN RELAI DISTANCE KE LCD BAY TELUKNAGA #1, GI 150KV SEPATAN",JUN, 3,10:11:00,JUN, 3,15:24:00,313,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,ULTG CIKUPA,GI 150KV CIKUPA,PHT 150kV JATAKE #1,OKE,PENGHANTAR 150kV,150 kV,"HAR OFF BAY JATAKE #1, GI 150KV CIKUPA",MUPT,ULTG,JUN, 6,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 26 AGT, BERSAMAAN PEKERJAAN Penggantian isolator Polimer dan Stringset SUTT 150 KV CIKUPA - JATAKE #1",JUN, 6,11:57:00,JUN, 6,22:29:00,632,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,ULTG SERANG,GI 150KV SERANG,TRF#4 150/20kV,OKE,TRAFO 150/20kV,150/20 kV,"HAR OFF BAY TRAFO #4, GI 150KV SERANG",MUPT,ULTG,JUN, 10,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 20 jun, BERSAMAAN DENGAN PEKERJAAN UP2D",JUN, 10,8:00:00,JUN, 10,16:00:00,480,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,ULTG CIKUPA,GI 150KV TIGARAKSA,TRF#1 150/20kV,OKE,TRAFO 150/20kV,150/20 kV,"HAR OFF BAY TRAFO #1, GI 150KV TIGARAKSA",MUPT,ULTG,JUN, 11,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 25 APR, BERSAMAAN DENGAN PEKERJAAN Perbaikan Kebocoran Minyak Pada Relay Bucholz Trafo #1 GI Tigaraksa",JUN, 11,8:00:00,JUN, 11,16:00:00,480,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,ULTG CIKUPA,GI 150KV CIKUPA,PHT 150kV JATAKE #2,OKE,PENGHANTAR 150kV,150 kV,"HAR OFF BAY JATAKE #2, GI 150KV CIKUPA",MUPT,ULTG,JUN, 21,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 27 AGT, BERSAMAAN PEKERJAAN Penggantian isolator Polimer dan Stringset SUTT 150 KV CIKUPA - JATAKE #2",JUN, 21,8:00:00,JUN, 21,16:00:00,480,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,ULTG CIKUPA,GI 150KV SEPATAN,PHT 150kV TELUKNAGA #2,OKE,PENGHANTAR 150kV,150 kV,"HAR OFF BAY TELUKNAGA #2, GI 150KV SEPATAN",MUPT,ULTG,JUN, 23,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 4 JUN, BERSAMAAN PEKERJAAN PENGGANTIAN RELAI DISTANCE KE LCD BAY TELUKNAGA #2, GI 150KV SEPATAN",JUN, 23,8:00:00,JUN, 23,16:00:00,480,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,ULTG SERANG,GI 150KV PUNCAK ARDI MULYA,TRF#5 150/20kV,OKE,TRAFO 150/20kV,150/20 kV,"HAR OFF BAY TRAFO #5, GI 150KV PUNCAK ARDI MULYA",MUPT,ULTG,JUN, 27,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 27 jun, BERSAMAAN DENGAN PEKERJAAN UP2D",JUN, 27,08:00,JUN, 27,16:00:00,480,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,ULTG CIKUPA,GI 150KV CIKUPA,PHT 150kV CURUG #2,OKE,PENGHANTAR 150kV,150 kV,"HAR OFF BAY CURUG #2, GI 150KV CIKUPA",MUPT,ULTG,JUN, 30,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 22 JAN, BERSAMAAN PEKERJAAN Perbaikan Anomali Hotspot GSW Serandang Bay Curug #2, GI Cikupa",JUN, 30,08:00,JUN, 30,16:00:00,480,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG BALARAJA,GITET 500KV BALARAJA,IBT#4 500/150kV (HV),OKE,IBT 500/150kV,500/150 kV,"HAR OFF IBT #4 (HV), GITET 500KV BALARAJA",MUPT,ULTG,JUN, 20,8:00:00,16:00:00,,JADWAL ULANG,UNCONTROLLABLE,UnCon. Ijin Padam P2B/APD/KIT (Sistem),Terkait kondisi Lontar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG BALARAJA,GI 150KV NEW BALARAJA,IBT#4 500/150kV (LV),OKE,IBT 500/150kV,500/150 kV,"HAR OFF IBT #4 (LV), GI 150KV NEW BALARAJA",MUPT,ULTG,JUN, 27,8:00:00,16:00:00,,JADWAL ULANG,UNCONTROLLABLE,UnCon. Ijin Padam P2B/APD/KIT (Sistem),Terkait kondisi Lontar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
